# energy grid [eV]     JDOS [1/eV]
#
                   4.707846411                   0.012816255
                   4.732888147                   0.011369963
                   4.757929883                   0.010205483
                   4.782971619                   0.009345803
                   4.808013356                   0.008789631
                   4.833055092                   0.008513645
                   4.858096828                   0.008476206
                   4.883138564                   0.008622106
                   4.908180301                   0.008887980
                   4.933222037                   0.009208039
                   4.958263773                   0.009519850
                   4.983305509                   0.009769841
                   5.008347245                   0.009918207
                   5.033388982                   0.009942806
                   5.058430718                   0.009841629
                   5.083472454                   0.009633494
                   5.108514190                   0.009356733
                   5.133555927                   0.009065818
                   5.158597663                   0.008826102
                   5.183639399                   0.008707012
                   5.208681135                   0.008774185
                   5.233722871                   0.009081186
                   5.258764608                   0.009661515
                   5.283806344                   0.010521819
                   5.308848080                   0.011637269
                   5.333889816                   0.012950150
                   5.358931553                   0.014372536
                   5.383973289                   0.015793482
                   5.409015025                   0.017090465
                   5.434056761                   0.018143918
                   5.459098497                   0.018852824
                   5.484140234                   0.019148788
                   5.509181970                   0.019005977
                   5.534223706                   0.018444872
                   5.559265442                   0.017528953
                   5.584307179                   0.016354819
                   5.609348915                   0.015037614
                   5.634390651                   0.013694541
                   5.659432387                   0.012429524
                   5.684474124                   0.011321653
                   5.709515860                   0.010419050
                   5.734557596                   0.009738516
                   5.759599332                   0.009270093
                   5.784641068                   0.008984803
                   5.809682805                   0.008843397
                   5.834724541                   0.008804169
                   5.859766277                   0.008828449
                   5.884808013                   0.008883254
                   5.909849750                   0.008941386
                   5.934891486                   0.008979918
                   5.959933222                   0.008978232
                   5.984974958                   0.008916689
                   6.010016694                   0.008776591
                   6.035058431                   0.008541547
                   6.060100167                   0.008199817
                   6.085141903                   0.007746871
                   6.110183639                   0.007187329
                   6.135225376                   0.006535606
                   6.160267112                   0.005814946
                   6.185308848                   0.005054978
                   6.210350584                   0.004288246
                   6.235392321                   0.003546419
                   6.260434057                   0.002856876
                   6.285475793                   0.002240234
                   6.310517529                   0.001709123
                   6.335559265                   0.001268211
                   6.360601002                   0.000915291
                   6.385642738                   0.000643028
                   6.410684474                   0.000440992
                   6.435726210                   0.000297596
                   6.460767947                   0.000201721
                   6.485809683                   0.000143878
                   6.510851419                   0.000116883
                   6.535893155                   0.000116114
                   6.560934891                   0.000139378
                   6.585976628                   0.000186511
                   6.611018364                   0.000258735
                   6.636060100                   0.000357879
                   6.661101836                   0.000485528
                   6.686143573                   0.000642234
                   6.711185309                   0.000826934
                   6.736227045                   0.001036763
                   6.761268781                   0.001267389
                   6.786310518                   0.001513945
                   6.811352254                   0.001772487
                   6.836393990                   0.002041707
                   6.861435726                   0.002324509
                   6.886477462                   0.002628929
                   6.911519199                   0.002967906
                   6.936560935                   0.003357601
                   6.961602671                   0.003814217
                   6.986644407                   0.004349728
                   7.011686144                   0.004967231
                   7.036727880                   0.005656960
                   7.061769616                   0.006394008
                   7.086811352                   0.007138629
                   7.111853088                   0.007839496
                   7.136894825                   0.008439739
                   7.161936561                   0.008884909
                   7.186978297                   0.009131567
                   7.212020033                   0.009155020
                   7.237061770                   0.008954823
                   7.262103506                   0.008557141
                   7.287145242                   0.008013673
                   7.312186978                   0.007397461
                   7.337228715                   0.006796364
                   7.362270451                   0.006305189
                   7.387312187                   0.006017393
                   7.412353923                   0.006017013
                   7.437395659                   0.006371194
                   7.462437396                   0.007123510
                   7.487479132                   0.008288282
                   7.512520868                   0.009846308
                   7.537562604                   0.011742700
                   7.562604341                   0.013887727
                   7.587646077                   0.016161434
                   7.612687813                   0.018422431
                   7.637729549                   0.020520406
                   7.662771285                   0.022311074
                   7.687813022                   0.023671441
                   7.712854758                   0.024512916
                   7.737896494                   0.024789982
                   7.762938230                   0.024502931
                   7.787979967                   0.023694358
                   7.813021703                   0.022440388
                   7.838063439                   0.020838597
                   7.863105175                   0.018995104
                   7.888146912                   0.017013083
                   7.913188648                   0.014984334
                   7.938230384                   0.012984540
                   7.963272120                   0.011071925
                   7.988313856                   0.009288397
                   8.013355593                   0.007661980
                   8.038397329                   0.006209528
                   8.063439065                   0.004939036
                   8.088480801                   0.003851338
                   8.113522538                   0.002941321
                   8.138564274                   0.002198909
                   8.163606010                   0.001610133
                   8.188647746                   0.001158388
                   8.213689482                   0.000825887
                   8.238731219                   0.000595140
                   8.263772955                   0.000450257
                   8.288814691                   0.000377870
                   8.313856427                   0.000367566
                   8.338898164                   0.000411801
                   8.363939900                   0.000505403
                   8.388981636                   0.000644805
                   8.414023372                   0.000827259
                   8.439065109                   0.001050220
                   8.464106845                   0.001311103
                   8.489148581                   0.001607442
                   8.514190317                   0.001937409
                   8.539232053                   0.002300454
                   8.564273790                   0.002697739
                   8.589315526                   0.003132022
                   8.614357262                   0.003606745
                   8.639398998                   0.004124293
                   8.664440735                   0.004683700
                   8.689482471                   0.005278349
                   8.714524207                   0.005894401
                   8.739565943                   0.006510634
                   8.764607679                   0.007100131
                   8.789649416                   0.007633783
                   8.814691152                   0.008085057
                   8.839732888                   0.008435006
                   8.864774624                   0.008676313
                   8.889816361                   0.008815244
                   8.914858097                   0.008870853
                   8.939899833                   0.008871413
                   8.964941569                   0.008848752
                   8.989983306                   0.008831689
                   9.015025042                   0.008840018
                   9.040066778                   0.008880347
                   9.065108514                   0.008944630
                   9.090150250                   0.009011668
                   9.115191987                   0.009051167
                   9.140233723                   0.009029488
                   9.165275459                   0.008915971
                   9.190317195                   0.008688710
                   9.215358932                   0.008338909
                   9.240400668                   0.007873277
                   9.265442404                   0.007314319
                   9.290484140                   0.006698684
                   9.315525876                   0.006073989
                   9.340567613                   0.005494585
                   9.365609349                   0.005016757
                   9.390651085                   0.004693767
                   9.415692821                   0.004571037
                   9.440734558                   0.004681732
                   9.465776294                   0.005043001
                   9.490818030                   0.005653162
                   9.515859766                   0.006490223
                   9.540901503                   0.007512148
                   9.565943239                   0.008659210
                   9.590984975                   0.009858594
                   9.616026711                   0.011031081
                   9.641068447                   0.012099227
                   9.666110184                   0.012996103
                   9.691151920                   0.013673328
                   9.716193656                   0.014107138
                   9.741235392                   0.014301349
                   9.766277129                   0.014286537
                   9.791318865                   0.014115332
                   9.816360601                   0.013854376
                   9.841402337                   0.013574116
                   9.866444073                   0.013338021
                   9.891485810                   0.013192975
                   9.916527546                   0.013162474
                   9.941569282                   0.013243769
                   9.966611018                   0.013409443
                   9.991652755                   0.013613063
                  10.016694491                   0.013797824
                  10.041736227                   0.013906513
                  10.066777963                   0.013890943
                  10.091819699                   0.013719163
                  10.116861436                   0.013379295
                  10.141903172                   0.012879601
                  10.166944908                   0.012245199
                  10.191986644                   0.011512496
                  10.217028381                   0.010722733
                  10.242070117                   0.009916066
                  10.267111853                   0.009127242
                  10.292153589                   0.008383391
                  10.317195326                   0.007703895
                  10.342237062                   0.007101793
                  10.367278798                   0.006585949
                  10.392320534                   0.006163181
                  10.417362270                   0.005839718
                  10.442404007                   0.005621617
                  10.467445743                   0.005514097
                  10.492487479                   0.005519962
                  10.517529215                   0.005637481
                  10.542570952                   0.005858227
                  10.567612688                   0.006165392
                  10.592654424                   0.006533135
                  10.617696160                   0.006927381
                  10.642737896                   0.007308333
                  10.667779633                   0.007634612
                  10.692821369                   0.007868618
                  10.717863105                   0.007982276
                  10.742904841                   0.007962168
                  10.767946578                   0.007812934
                  10.792988314                   0.007558072
                  10.818030050                   0.007237693
                  10.843071786                   0.006903317
                  10.868113523                   0.006610428
                  10.893155259                   0.006409933
                  10.918196995                   0.006339953
                  10.943238731                   0.006419367
                  10.968280467                   0.006644243
                  10.993322204                   0.006987825
                  11.018363940                   0.007404106
                  11.043405676                   0.007834394
                  11.068447412                   0.008215738
                  11.093489149                   0.008489761
                  11.118530885                   0.008610411
                  11.143572621                   0.008549399
                  11.168614357                   0.008298611
                  11.193656093                   0.007869381
                  11.218697830                   0.007289130
                  11.243739566                   0.006596296
                  11.268781302                   0.005834659
                  11.293823038                   0.005048098
                  11.318864775                   0.004276506
                  11.343906511                   0.003553255
                  11.368948247                   0.002904215
                  11.393989983                   0.002348049
                  11.419031720                   0.001897381
                  11.444073456                   0.001560376
                  11.469115192                   0.001342319
                  11.494156928                   0.001246875
                  11.519198664                   0.001276782
                  11.544240401                   0.001433891
                  11.569282137                   0.001718504
                  11.594323873                   0.002128141
                  11.619365609                   0.002655923
                  11.644407346                   0.003288904
                  11.669449082                   0.004006704
                  11.694490818                   0.004780835
                  11.719532554                   0.005575047
                  11.744574290                   0.006346879
                  11.769616027                   0.007050451
                  11.794657763                   0.007640285
                  11.819699499                   0.008075773
                  11.844741235                   0.008325703
                  11.869782972                   0.008372198
                  11.894824708                   0.008213438
                  11.919866444                   0.007864650
                  11.944908180                   0.007357127
                  11.969949917                   0.006735297
                  11.994991653                   0.006052193
                  12.020033389                   0.005363909
                  12.045075125                   0.004723770
                  12.070116861                   0.004176950
                  12.095158598                   0.003756212
                  12.120200334                   0.003479213
                  12.145242070                   0.003347650
                  12.170283806                   0.003348273
                  12.195325543                   0.003455564
                  12.220367279                   0.003635723
                  12.245409015                   0.003851417
                  12.270450751                   0.004066660
                  12.295492487                   0.004251141
                  12.320534224                   0.004383436
                  12.345575960                   0.004452674
                  12.370617696                   0.004458564
                  12.395659432                   0.004409931
                  12.420701169                   0.004322216
                  12.445742905                   0.004214491
                  12.470784641                   0.004106549
                  12.495826377                   0.004016463
                  12.520868114                   0.003958822
                  12.545909850                   0.003943636
                  12.570951586                   0.003975806
                  12.595993322                   0.004055043
                  12.621035058                   0.004176182
                  12.646076795                   0.004329902
                  12.671118531                   0.004503898
                  12.696160267                   0.004684458
                  12.721202003                   0.004858253
                  12.746243740                   0.005014025
                  12.771285476                   0.005143779
                  12.796327212                   0.005243164
                  12.821368948                   0.005310955
                  12.846410684                   0.005347839
                  12.871452421                   0.005354990
                  12.896494157                   0.005333034
                  12.921535893                   0.005281943
                  12.946577629                   0.005202112
                  12.971619366                   0.005096474
                  12.996661102                   0.004973100
                  13.021702838                   0.004847460
                  13.046744574                   0.004743493
                  13.071786311                   0.004692795
                  13.096828047                   0.004731674
                  13.121869783                   0.004896268
                  13.146911519                   0.005216426
                  13.171953255                   0.005709397
                  13.196994992                   0.006374513
                  13.222036728                   0.007189994
                  13.247078464                   0.008112710
                  13.272120200                   0.009081266
                  13.297161937                   0.010022207
                  13.322203673                   0.010858551
                  13.347245409                   0.011519422
                  13.372287145                   0.011949261
                  13.397328881                   0.012115140
                  13.422370618                   0.012010994
                  13.447412354                   0.011658155
                  13.472454090                   0.011102184
                  13.497495826                   0.010406662
                  13.522537563                   0.009645043
                  13.547579299                   0.008891871
                  13.572621035                   0.008214654
                  13.597662771                   0.007667363
                  13.622704508                   0.007286173
                  13.647746244                   0.007087636
                  13.672787980                   0.007069107
                  13.697829716                   0.007211061
                  13.722871452                   0.007480773
                  13.747913189                   0.007836875
                  13.772954925                   0.008234309
                  13.797996661                   0.008629280
                  13.823038397                   0.008983828
                  13.848080134                   0.009269692
                  13.873121870                   0.009471135
                  13.898163606                   0.009586480
                  13.923205342                   0.009628145
                  13.948247078                   0.009621125
                  13.973288815                   0.009599989
                  13.998330551                   0.009604623
                  14.023372287                   0.009675095
                  14.048414023                   0.009846116
                  14.073455760                   0.010141699
                  14.098497496                   0.010570626
                  14.123539232                   0.011123398
                  14.148580968                   0.011771236
                  14.173622705                   0.012467563
                  14.198664441                   0.013152097
                  14.223706177                   0.013757250
                  14.248747913                   0.014216141
                  14.273789649                   0.014471096
                  14.298831386                   0.014481332
                  14.323873122                   0.014228598
                  14.348914858                   0.013719852
                  14.373956594                   0.012986652
                  14.398998331                   0.012081525
                  14.424040067                   0.011072147
                  14.449081803                   0.010034463
                  14.474123539                   0.009045922
                  14.499165275                   0.008179725
                  14.524207012                   0.007500611
                  14.549248748                   0.007062209
                  14.574290484                   0.006905645
                  14.599332220                   0.007058862
                  14.624373957                   0.007536123
                  14.649415693                   0.008337349
                  14.674457429                   0.009447200
                  14.699499165                   0.010834158
                  14.724540902                   0.012450082
                  14.749582638                   0.014230869
                  14.774624374                   0.016098761
                  14.799666110                   0.017966574
                  14.824707846                   0.019743766
                  14.849749583                   0.021343721
                  14.874791319                   0.022691312
                  14.899833055                   0.023729534
                  14.924874791                   0.024424087
                  14.949916528                   0.024765126
                  14.974958264                   0.024765901
                  15.000000000                   0.024458632
